id_envio,fecha_envio,id_ruta,id_vehiculo,peso_kg,volumen_m3,tipo_carga,estado,fecha_entrega,origen,destino,distancia_km,tiempo_estimado_hrs,tipo_via,peaje_total,placa,tipo,capacidad_kg,capacidad_m3,año_fabricacion,estado_vehiculo,km_recorridos,cantidad_incidencias,costo_total_incidencias,tipo_incidencia_principal,tiene_incidencia,dias_entrega,velocidad_promedio_km_h,uso_capacidad_kg,uso_capacidad_m3,entrega_tardia,peso_kg_original,distancia_km_original,velocidad_promedio_km_h_original,uso_capacidad_kg_original,uso_capacidad_m3_original,uso_capacidad_kg_recalculado,uso_capacidad_m3_recalculado,antiguedad_vehiculo,densidad_carga,riesgo_operacional,riesgo_velocidad,vehiculo_exigido,sobrecarga_kg,ruta_larga,velocidad_alta,vehiculo_riesgoso_estado,via_compleja,peso_kg_log,distancia_km_log,volumen_m3_log,velocidad_promedio_km_h_log,densidad_carga_log,riesgo_operacional_log,riesgo_velocidad_log,km_recorridos_log
16.0,,4.0,52.0,13049.9,35.74,peligrosa,entregado,2023-01-16,temuco,santiago,1182.4,9.6,autopista,3738.0,jgrh-18,semi-remolque,5000.0,69.4,2013.0,en mantención,171940.0,0.0,0.0,sin incidencia,0.0,7.0,123.16666666666669,2.60998,0.514985590778098,1,13049.9,1182.4,123.16666666666669,2.60998,0.514985590778098,2.6099799999999997,0.514985590778098,13.0,365.12408718278726,3086.040352,145632.2666666667,1,1,0,1,1,0,9.476612375890069,7.076146930242594,3.6038660797869797,4.821624749151504,5.902972311960187,8.034968096007267,11.888846868500655,12.054906673693841
17.0,,31.0,7.0,9078.1,19.56,perecible,devuelto,,castro,concepción,883.7,12.7,ruta nacional,11863.0,bfiv-96,camioneta,10000.0,48.7,2022.0,operativo,224573.5,1.0,1038779.0,daño en carga,1.0,7.0,69.58267716535434,0.90781,0.4016427104722792,1,9078.1,883.7,69.58267716535434,0.90781,0.4016427104722792,0.90781,0.40164271047227923,4.0,464.09181534686365,802.231697,61490.21181102363,1,0,0,0,0,1,9.11373034774,6.7852486044893405,3.0233474405869645,4.256784748462226,6.142234838455051,6.6886432115552195,11.026649546202076,12.321962779667231
18.0,,45.0,8.0,9215.2,1.62,refrigerada,entregado,,ovalle,quilpué,1876.7,13.5,urbana,521.0,,,,,,,,1.0,374521.0,retraso,1.0,7.0,139.01481481481483,0.0,0.0,1,9215.2,1876.7,139.01481481481483,0.0,0.0,,,,5684.885872917952,,260889.102962963,0,0,1,1,0,0,9.12871808408909,7.537802902598766,0.9631743177730056,4.941748237116572,8.64574222041576,,12.471854536188983,
19.0,2023-01-14,59.0,16.0,7983.3,45.03,refrigerada,entregado,2023-01-18,temuco,san antonio,1070.4,3.5,urbana,2117.0,ypae-73,camioneta,1000.0,78.5,2020.0,fuera de servicio,115935.0,0.0,0.0,sin incidencia,0.0,4.0,180.0,5.0,0.5736305732484076,1,7983.3,1070.4,305.8285714285715,7.9833,0.5736305732484076,5.0,0.5736305732484076,6.0,177.284537318736,5352.0,192672.00000000003,1,1,0,1,1,0,8.985232392435671,6.97672148344686,3.82929335782915,5.198497031265826,5.1833807982746665,8.585412430393381,12.168749730418451,11.660793593694804
20.0,2023-01-14,45.0,3.0,1386.8,12.96,frágil,entregado,2023-01-18,ovalle,quilpué,1876.7,13.5,urbana,521.0,maxq-41,camión,10000.0,69.4,2012.0,en mantención,478395.0,0.0,0.0,sin incidencia,0.0,4.0,139.01481481481483,0.13868,0.1867435158501441,1,1386.8,1876.7,139.01481481481483,0.13868,0.1867435158501441,0.13868,0.1867435158501441,14.0,106.99791682740529,260.260756,260889.102962963,0,0,1,1,1,0,7.235475038465449,7.537802902598766,2.6361960973342264,4.941748237116572,4.682111938303056,5.565518973723372,12.471854536188983,13.07819412037959
21.0,,75.0,45.0,6680.8,50.08,peligrosa,en tránsito,,coquimbo,san antonio,277.6,12.2,camino rural,7813.0,ialh-88,van,1000.0,25.3,2015.0,operativo,224573.5,0.0,0.0,sin incidencia,0.0,7.0,22.754098360655743,5.0,1.9794466403162052,1,6680.8,277.6,22.754098360655743,6.6808000000000005,1.9794466403162052,5.0,1.9794466403162054,11.0,133.39989217467703,1388.0,6316.537704918034,1,1,0,0,0,1,8.80714269131042,5.629777061345705,3.9333930311643384,3.1677550781473713,4.900819625816979,7.236339342754344,8.751084807573472,12.321962779667231
22.0,,39.0,10.0,14992.6,25.28,refrigerada,retrasado,,valparaíso,chillán,919.3,16.7,urbana,1950.0,bhte-57,van,1000.0,20.7,2024.0,operativo,431424.0,0.0,0.0,sin incidencia,0.0,7.0,55.047904191616766,5.0,1.221256038647343,1,14992.6,919.3,55.047904191616766,14.9926,1.221256038647343,5.0,1.221256038647343,2.0,593.0382500692219,4596.5,50605.53832335329,1,1,0,0,0,0,9.61537872236956,6.824699703844811,3.26880819361641,4.026206757054883,6.386943711345366,8.433267956478476,10.831836062804452,12.97484896211578
23.0,,65.0,50.0,12530.1,34.67,perecible,entregado,,ovalle,puente alto,1787.0,22.5,urbana,6674.0,zgcm-84,furgón,5000.0,56.7,2017.0,en mantención,443858.0,0.0,0.0,sin incidencia,0.0,7.0,79.42222222222222,2.50602,0.6114638447971781,1,12530.1,1787.0,79.42222222222222,2.50602,0.6114638447971781,2.50602,0.6114638447971781,9.0,361.40001730552916,4478.25774,141927.5111111111,1,1,1,0,1,0,9.435968833342525,7.488852955733459,3.5743099993708003,4.387290533793423,5.892748621921387,8.407212628646366,11.863078766933983,13.003262223411536
24.0,,9.0,7.0,13403.0,52.39,frágil,en tránsito,2023-01-21,osorno,osorno,1555.3,5.1,ruta nacional,6674.0,bfiv-96,camioneta,10000.0,48.7,2022.0,operativo,224573.5,0.0,0.0,sin incidencia,0.0,7.0,180.0,1.3403,1.075770020533881,1,13403.0,1555.3,304.9607843137255,1.3403,1.075770020533881,1.3403,1.075770020533881,4.0,255.82638239392264,2084.56859,279954.0,1,1,1,1,0,1,9.5033084488572,7.350066488210964,3.9776234625120948,5.198497031265826,5.548400301717735,7.642796802091613,12.542384154949747,12.321962779667231
25.0,2023-01-18,17.0,21.0,12350.2,51.83,perecible,en tránsito,,maipú,rancagua,1556.6,17.9,urbana,3799.0,agdn-22,semi-remolque,5000.0,63.2,2024.0,fuera de servicio,154854.0,0.0,0.0,sin incidencia,0.0,7.0,86.9608938547486,2.47004,0.8200949367088607,1,12350.2,1556.6,86.9608938547486,2.47004,0.8200949367088607,2.47004,0.8200949367088607,2.0,238.27825046786674,3844.864264,135363.32737430168,1,1,1,0,1,0,9.421508503327717,7.35090145405799,3.9670792111762245,4.47689232769437,5.477627102642784,8.254753632754209,11.815725143701837,11.950244474192298
26.0,2023-01-19,39.0,53.0,1554.6,22.35,general,entregado,,valparaíso,chillán,919.3,16.7,urbana,1950.0,jlnv-70,camioneta,20000.0,13.8,2022.0,operativo,298453.0,0.0,0.0,sin incidencia,0.0,7.0,55.047904191616766,0.07773,1.6195652173913044,1,1554.6,919.3,55.047904191616766,0.07773,1.6195652173913044,0.07773,1.6195652173913044,4.0,69.55393494698222,71.45718899999999,50605.53832335329,0,0,0,0,0,0,7.349616602281592,6.824699703844811,3.150596984114906,4.026206757054883,4.256377452037305,4.282995890897153,10.831836062804452,12.60637109608698
27.0,,39.0,37.0,3419.4,12.61,frágil,entregado,,valparaíso,chillán,919.3,16.7,urbana,1950.0,xxkb-70,semi-remolque,5000.0,9.8,2019.0,operativo,40916.0,0.0,0.0,sin incidencia,0.0,7.0,55.047904191616766,0.68388,1.2867346938775508,1,3419.4,919.3,55.047904191616766,0.68388,1.2867346938775508,0.68388,1.2867346938775508,7.0,271.14423915629214,628.690884,50605.53832335329,0,0,0,0,0,0,8.1375127822818,6.824699703844811,2.6108048166633746,4.026206757054883,5.606332216757184,6.445229038654955,10.831836062804452,10.619300903594985
28.0,2023-01-20,26.0,31.0,56.8,46.53,refrigerada,entregado,,rancagua,los ángeles,1490.8,8.4,autopista,10265.0,ohcm-63,camioneta,3000.0,13.8,2013.0,operativo,230010.0,0.0,0.0,sin incidencia,0.0,7.0,177.47619047619045,0.0189333333333333,3.3717391304347823,1,56.8,1490.8,177.47619047619045,0.0189333333333333,3.3717391304347823,0.018933333333333333,3.3717391304347823,13.0,1.2206915819561153,28.22581333333333,264581.5047619047,0,0,0,1,0,0,4.056988775678332,7.307738723521063,3.861361090625918,5.184455205634889,0.7978186707745032,3.3750523370250605,12.485908408907477,12.345882412848658
29.0,2023-01-21,53.0,23.0,4559.6,26.04,refrigerada,entregado,,temuco,coquimbo,1433.7,5.1,autopista,7421.0,iutb-16,camión,1000.0,62.1,2024.0,operativo,397688.0,1.0,1553068.0,retraso,1.0,7.0,180.0,4.5596000000000005,0.4193236714975845,1,4559.6,1433.7,281.11764705882354,4.5596000000000005,0.4193236714975845,4.5596000000000005,0.41932367149758454,2.0,175.09312238393304,6537.098520000001,258066.0,1,1,0,1,0,0,8.42520947280005,7.268711047104344,3.2973172511747633,5.198497031265826,5.17101295956591,8.78540165599901,12.460974520112643,12.893425571773786
30.0,2023-01-22,31.0,29.0,1638.0,11.6,general,entregado,,castro,concepción,883.7,12.7,ruta nacional,11863.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,0.0,0.0,sin incidencia,0.0,7.0,69.58267716535434,0.1638,0.7837837837837838,1,1638.0,883.7,69.58267716535434,0.1638,0.7837837837837838,0.1638,0.7837837837837838,8.0,141.19472459270753,144.75006000000002,61490.21181102363,0,0,0,0,1,1,7.40184157874383,6.7852486044893405,2.533696813957432,4.256784748462226,4.957197418176808,4.981893236894325,11.026649546202076,11.418790594219553
31.0,,26.0,27.0,7097.2,30.305,refrigerada,retrasado,2023-01-27,rancagua,los ángeles,1490.8,8.4,autopista,10265.0,fgkf-38,van,1000.0,22.1,2010.0,operativo,88004.0,1.0,1627458.0,robo,1.0,7.0,177.47619047619045,5.0,1.3712669683257916,1,7097.2,1490.8,177.47619047619045,7.0972,1.3712669683257916,5.0,1.3712669683257916,16.0,234.18464990430937,7454.0,264581.5047619047,1,1,0,1,0,0,8.867596509760732,7.307738723521063,3.443777829197274,5.184455205634889,5.460370949882393,8.916640227198839,12.485908408907477,11.38514891002807
32.0,,23.0,29.0,10160.1,11.97,peligrosa,retrasado,,chillán,valparaíso,1884.9,16.5,urbana,9906.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,0.0,0.0,sin incidencia,0.0,7.0,114.23636363636363,1.01601,0.8087837837837838,1,10160.1,1884.9,114.23636363636363,1.01601,0.8087837837837838,1.01601,0.8087837837837838,8.0,848.7260880461115,1915.0772490000002,215324.12181818183,1,1,1,1,1,0,9.226321982988482,7.5421604395183195,2.5626389983283526,4.746985355018395,6.7449140481933645,7.55803527556775,12.27990435939822,11.418790594219553
33.0,,30.0,22.0,13118.8,1.65,perecible,entregado,,linares,san fernando,1424.9,1.3,autopista,5861.0,xbjf-42,van,10000.0,47.8,2020.0,operativo,386924.0,0.0,0.0,sin incidencia,0.0,7.0,180.0,1.31188,0.0345188284518828,1,13118.8,1424.9,1096.076923076923,1.31188,0.0345188284518828,1.31188,0.034518828451882845,6.0,7945.972138098123,1869.297812,256482.00000000003,1,1,0,1,0,0,9.481877818479452,7.262558472288074,0.9745596399981308,5.198497031265826,8.980546271969283,7.533852954922473,12.454817664593438,12.86598615478096
504.5,,10.0,39.0,11240.8,1.31,perecible,retrasado,2023-01-29,curicó,curicó,1645.1,15.2,urbana,6351.0,,,,,,,,0.0,0.0,sin incidencia,0.0,7.0,108.23026315789474,0.0,0.0,1,11240.8,1645.1,108.23026315789474,0.0,0.0,,,,8574.218154080854,,178049.60592105263,0,0,1,1,0,0,9.327394252975019,7.406164132733039,0.8372475245337022,4.69345816006151,9.05663171241967,,12.089823091795065,
35.0,,72.0,57.0,14079.4,37.38,refrigerada,entregado,2023-01-30,temuco,las condes,751.5,15.8,urbana,6554.0,hych-99,camión,5000.0,57.1,2016.0,operativo,110804.0,0.0,0.0,sin incidencia,0.0,7.0,47.563291139240505,2.81588,0.6546409807355517,1,14079.4,751.5,47.563291139240505,2.81588,0.6546409807355517,2.81588,0.6546409807355517,10.0,376.64588962307056,2116.13382,35743.81329113924,1,1,0,0,0,0,9.552539038399411,6.6234009966230305,3.647536490579554,3.8828679191506983,5.933956956609322,7.657818481229649,10.484160454831295,11.615527178630948
36.0,,64.0,27.0,817.9,39.73,perecible,en tránsito,2023-01-30,la serena,curicó,1480.2,17.5,urbana,10844.0,fgkf-38,van,1000.0,22.1,2010.0,operativo,88004.0,0.0,0.0,sin incidencia,0.0,7.0,84.58285714285715,0.8179,1.7977375565610858,1,817.9,1480.2,84.58285714285715,0.8179,1.7977375565610858,0.8179,1.7977375565610858,16.0,20.585940449523044,1210.6555799999999,125199.54514285715,0,0,0,0,0,0,6.707961976276143,7.300607849039458,3.706964921660321,4.449484996068882,3.0720421976447416,7.099742951326425,11.737672091814831,11.38514891002807
37.0,,22.0,54.0,192.6,18.73,perecible,en tránsito,2023-01-31,castro,talca,919.3,23.7,urbana,4921.0,srnh-89,van,5000.0,63.9,2020.0,operativo,295428.0,0.0,0.0,sin incidencia,0.0,7.0,38.78902953586498,0.03852,0.2931142410015649,1,192.6,919.3,38.78902953586498,0.03852,0.2931142410015649,0.03852,0.29311424100156497,6.0,10.282419518445357,35.411435999999995,35658.75485232067,0,0,0,0,0,0,5.265794174842477,6.824699703844811,2.982140320034524,3.683591234492372,2.4232457193849446,3.594882901123981,10.481778016809113,12.596183816231074
38.0,,15.0,49.0,9923.5,19.27,peligrosa,en tránsito,,talcahuano,puerto montt,1750.1,11.8,autopista,1666.0,qsou-27,camión,20000.0,18.5,2018.0,operativo,311037.0,0.0,0.0,sin incidencia,0.0,7.0,148.31355932203388,0.496175,1.0416216216216216,1,9923.5,1750.1,148.31355932203388,0.496175,1.0416216216216216,0.496175,1.0416216216216216,8.0,514.9447356130974,868.3558674999999,259563.56016949148,0,0,1,1,0,0,9.202761726452632,7.467999440877855,3.0091419604639085,5.006048519724964,6.2459996582207795,6.767752555246473,12.466760737426096,12.647670370192387
39.0,2023-01-28,56.0,4.0,4347.4,20.44,general,entregado,,quilpué,puente alto,572.2,17.1,camino rural,9738.0,sdeb-49,camioneta,1000.0,38.6,2017.0,operativo,13823.0,0.0,0.0,sin incidencia,0.0,7.0,33.461988304093566,4.3474,0.5295336787564767,1,4347.4,572.2,33.461988304093566,4.3474,0.5295336787564767,4.3473999999999995,0.5295336787564767,9.0,212.68039724083945,2487.58228,19146.94970760234,1,1,0,0,0,1,8.377563240329845,6.351234695954017,3.0652583362026014,3.5398569283352534,5.364481427845464,7.81946846184684,9.859950923999776,9.534161491043838
40.0,,74.0,24.0,3810.0,40.84,frágil,retrasado,,coquimbo,puerto montt,1126.4,6.1,urbana,1399.0,yeum-24,van,10000.0,16.2,2012.0,operativo,337731.0,0.0,0.0,sin incidencia,0.0,7.0,180.0,0.381,2.520987654320988,1,3810.0,1126.4,184.65573770491807,0.381,2.520987654320988,0.381,2.520987654320988,14.0,93.2886070370461,429.15840000000003,202752.00000000003,0,0,0,1,0,0,8.24564690087386,7.027669375647474,3.7338528197566676,5.198497031265826,4.546360366190458,6.06415351294829,12.219743768415665,12.730007960545874
41.0,,20.0,23.0,4970.0,30.305,refrigerada,entregado,2023-02-03,viña del mar,san antonio,1071.6,14.5,ruta nacional,737.0,iutb-16,camión,1000.0,62.1,2024.0,operativo,397688.0,0.0,0.0,sin incidencia,0.0,7.0,73.90344827586206,4.97,0.4880032206119162,1,4970.0,1071.6,73.90344827586206,4.97,0.4880032206119162,4.97,0.48800322061191626,2.0,163.9939285949977,5325.851999999999,79194.93517241378,1,1,0,0,0,1,8.511376306094673,6.977840886548825,3.443777829197274,4.316199927859461,5.105908676829624,8.580515723538742,11.279680252904782,12.893425571773786
42.0,,47.0,29.0,4054.2,55.75,refrigerada,en tránsito,,san fernando,la serena,29.6,3.2,autopista,8950.0,ylkd-34,camión,10000.0,14.8,2018.0,fuera de servicio,91015.0,0.0,0.0,sin incidencia,0.0,7.0,9.25,0.40542,3.766891891891892,1,4054.2,29.6,9.25,0.40542,3.766891891891892,0.40542,3.7668918918918917,8.0,72.71977184265754,12.000432,273.8,0,0,0,0,1,0,8.30775528715814,3.4210000089583352,4.038655656361512,2.327277705584417,4.3002710378790026,2.564982587678638,5.616043560348194,11.418790594219553
43.0,,53.0,19.0,7676.4,13.43,peligrosa,entregado,,temuco,coquimbo,1433.7,5.1,autopista,7421.0,qwzn-69,van,20000.0,15.0,2014.0,operativo,344398.0,1.0,192974.0,desvío de ruta,1.0,7.0,180.0,0.38382,0.8953333333333333,1,7676.4,1433.7,281.11764705882354,0.38382,0.8953333333333333,0.38382,0.8953333333333333,12.0,571.543444270717,550.282734,258066.0,0,0,0,1,0,0,8.946036227156885,7.268711047104344,2.6693093727857793,5.198497031265826,6.350088617738285,6.312247806403946,12.460974520112643,12.749556147931033
44.0,2023-02-01,53.0,42.0,6607.8,30.305,peligrosa,entregado,2023-02-05,temuco,coquimbo,1433.7,5.1,autopista,7421.0,wtal-27,furgón,20000.0,6.7,2016.0,operativo,456799.0,0.0,0.0,sin incidencia,0.0,4.0,180.0,0.33039,4.523134328358209,1,6607.8,1433.7,281.11764705882354,0.33039,4.523134328358209,0.33039,4.523134328358209,10.0,218.03603246881806,473.68014300000004,258066.0,0,0,0,1,0,0,8.796157373248295,7.268711047104344,3.443777829197274,5.198497031265826,5.389236248103712,6.162641194052476,12.460974520112643,13.032000937323938
45.0,,1.0,3.0,7691.3,10.37,frágil,devuelto,2023-02-06,la florida,pucón,420.3,6.3,camino rural,13931.0,maxq-41,camión,10000.0,69.4,2012.0,en mantención,478395.0,0.0,0.0,sin incidencia,0.0,7.0,66.71428571428572,0.76913,0.1494236311239193,1,7691.3,420.3,66.71428571428572,0.76913,0.1494236311239193,0.76913,0.1494236311239193,14.0,741.6160447401409,323.265339,28040.01428571429,0,0,0,0,1,1,8.947975107508192,6.043345168984971,2.4309783077624445,4.2152971726397634,6.610179147677279,5.781562128168635,10.241423513308654,13.07819412037959
